,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
1560,66.19558,1394.3094,67.0,18.0,0.30763575,2.7259777,0.010759707,4.7422767,6.0,236.0,0.12365407,18.0,29.0,96.0,114.0,96.0,0
2877,116.76024,718.4986,119.0,114.0,-0.016789349,3.30116,0.01191871,4.6433263,37.0,216.0,0.093428314,81.0,98.0,134.0,147.0,66.0,0
3852,119.294304,910.2029,122.0,114.0,-1.0925298,4.741734,0.011704662,4.6623254,14.0,186.0,0.09258917,84.0,105.0,138.0,153.0,69.0,0
4386,136.4022,385.8971,133.0,114.0,0.2924695,2.4820886,0.015377283,4.322309,82.0,208.0,0.08454821,112.0,121.0,150.0,163.0,51.0,0
900,146.42783,695.405,148.0,149.0,-0.32610497,2.6085768,0.011164279,4.63466,68.0,215.0,0.08308206,111.0,127.0,165.0,179.0,68.0,1
3300,70.04063,350.61255,73.0,77.0,-0.62605864,2.7362514,0.017294375,4.2523065,16.0,119.0,0.121986404,42.0,58.0,83.0,91.0,49.0,0
3590,58.993996,125.41037,59.0,59.0,-0.379869,4.196385,0.030845733,3.7586732,15.0,104.0,0.13020216,46.0,52.0,66.0,71.0,25.0,0
1940,151.7469,169.40813,151.0,151.0,0.0023703051,2.830061,0.02272082,3.9502504,109.0,210.0,0.0809783,135.0,143.0,160.0,168.0,33.0,0
6012,143.89732,486.1182,141.0,112.0,0.13729042,2.2711625,0.0131455315,4.4426813,86.0,208.0,0.082519546,115.0,126.0,159.0,175.0,60.0,0
6017,109.874306,86.60824,109.0,112.0,0.5763122,3.9974127,0.036034584,3.553268,81.0,159.0,0.09502046,98.0,103.0,114.0,121.0,23.0,0
2736,85.58117,109.57586,84.0,77.0,0.5957429,3.2691638,0.031794958,3.6855419,57.0,137.0,0.10709309,74.0,77.0,92.0,100.0,26.0,0
4790,167.89197,416.9749,172.0,178.0,-1.6234068,6.039728,0.01961565,4.194239,75.0,210.0,0.07811498,143.0,160.0,181.0,188.0,45.0,0
482,116.256714,774.89954,116.0,112.0,0.048230123,2.555298,0.01068154,4.70318,43.0,205.0,0.09264264,79.0,95.0,135.0,153.0,74.0,1
4027,53.64781,693.793,56.0,17.0,-0.0252258,1.6526005,0.014276186,4.4144745,6.0,121.0,0.13948965,18.0,29.0,77.0,87.0,69.0,0
4656,103.098,480.2825,107.0,112.0,-0.64581287,3.1705267,0.015644277,4.4121227,29.0,180.0,0.100332506,71.0,90.0,118.0,127.0,56.0,0
6065,72.74825,139.9816,74.0,77.0,-0.5858833,3.7042868,0.028211845,3.8292353,28.0,114.0,0.11824787,57.0,67.0,80.0,87.0,30.0,0
2220,157.87799,603.5287,162.0,172.0,-0.8662712,3.3091288,0.013551492,4.498117,67.0,213.0,0.080618724,121.0,144.0,175.0,184.0,63.0,0
4405,188.72919,403.2802,190.0,190.0,-1.919511,8.957354,0.026715707,3.9864385,75.0,232.0,0.07303613,175.0,183.0,196.0,207.0,32.0,0
4675,105.37955,359.75085,103.0,90.0,0.6066246,3.1481102,0.017069979,4.2748985,57.0,177.0,0.096307985,83.0,91.0,116.0,131.0,48.0,0
4600,33.328384,376.3774,25.0,19.0,1.9400756,6.913613,0.049237553,3.6467235,13.0,134.0,0.15002227,19.0,21.0,38.0,60.0,41.0,0
3400,71.20536,500.02612,76.0,90.0,-0.4439896,1.999749,0.015091026,4.349509,15.0,115.0,0.12243176,37.0,53.0,90.0,97.0,60.0,0
2166,118.88731,416.62527,118.0,114.0,-0.039363332,3.0564573,0.015574252,4.3898025,52.0,198.0,0.0913704,93.0,105.0,132.0,145.0,52.0,0
3199,111.631805,176.55998,110.0,112.0,0.57691026,3.539045,0.024898972,3.918526,74.0,169.0,0.09395251,95.0,102.0,119.0,128.0,33.0,0
5160,147.11137,286.65604,144.0,144.0,0.57166445,3.2646868,0.018949,4.166037,95.0,211.0,0.081570856,127.0,135.0,156.0,171.0,44.0,0
4574,135.39542,526.4488,135.0,114.0,-0.2693113,2.917456,0.012917062,4.5033717,38.0,202.0,0.08581494,106.0,119.0,152.0,165.0,59.0,0
502,106.23212,2807.7715,114.0,4.0,-0.44567773,2.1384575,0.00822704,5.078333,3.0,209.0,0.100507066,18.0,67.0,150.0,168.0,150.0,1
4933,136.53758,662.774,136.0,114.0,-0.14221041,2.5630677,0.011379492,4.6229815,59.0,218.0,0.085411675,101.0,118.0,155.0,169.0,68.0,0
685,104.479126,559.3017,101.0,90.0,0.47163814,2.5789065,0.013273379,4.48702,53.0,190.0,0.096190274,76.0,86.0,120.0,138.0,62.0,1
3460,145.48491,284.0946,144.0,144.0,0.6370535,3.8151343,0.018904595,4.166016,93.0,215.0,0.08248278,125.0,133.0,154.0,166.0,41.0,1
4908,78.55548,358.99268,80.0,77.0,-0.42649338,3.6914413,0.01938729,4.2609634,16.0,147.0,0.1138593,51.0,70.0,90.0,99.0,48.0,0
2964,87.18994,270.5682,86.0,90.0,0.32730764,2.8296402,0.018619133,4.170975,46.0,145.0,0.106361106,67.0,75.0,97.0,110.0,43.0,0
2218,109.0077,152.23778,107.0,112.0,0.68515295,3.8857822,0.02689554,3.835131,66.0,167.0,0.09489312,94.0,100.0,115.0,125.0,31.0,0
4060,70.29909,820.86145,74.0,90.0,-0.124137506,1.9472147,0.011307756,4.6312184,10.0,154.0,0.122367516,30.0,44.0,93.0,105.0,75.0,0
1096,141.21823,335.87613,138.0,129.0,0.30098075,2.5328546,0.016097868,4.260853,95.0,203.0,0.08318572,118.0,127.0,153.0,166.0,48.0,0
5291,118.556015,1268.5579,123.0,114.0,-0.4619719,2.6833062,0.008841276,4.8966455,13.0,236.0,0.09354681,64.0,96.0,145.0,160.0,96.0,0
3696,39.123642,389.0994,36.0,23.0,0.8715155,3.4940372,0.022689847,4.100122,6.0,120.0,0.15335995,18.0,22.0,52.0,65.0,47.0,0
6009,76.828674,334.35532,76.0,77.0,0.2885077,3.0461648,0.016859123,4.285084,25.0,158.0,0.11347063,53.0,64.0,89.0,101.0,48.0,0
3039,117.32622,146.7702,115.0,114.0,0.34712443,3.066683,0.027732564,3.834558,83.0,166.0,0.091401614,102.0,109.0,124.0,133.0,31.0,0
5824,101.7699,193.09131,100.0,90.0,0.4122278,3.4438934,0.022583459,3.997666,61.0,165.0,0.09826089,85.0,91.0,110.0,119.0,34.0,0
2562,118.940926,334.9752,115.0,114.0,0.66383624,3.1764832,0.018347438,4.216784,76.0,200.0,0.090160765,98.0,105.0,129.0,145.0,47.0,1
1355,72.05145,234.4203,67.0,59.0,1.098181,3.9290051,0.026209667,3.9351504,43.0,135.0,0.11360427,57.0,60.0,80.0,93.0,36.0,0
4842,165.59695,1166.869,171.0,185.0,-1.8944722,7.804542,0.012034485,4.658718,3.0,227.0,0.07896701,131.0,153.0,188.0,198.0,67.0,1
5590,82.61663,866.2753,71.0,59.0,0.8400178,2.6585302,0.014618675,4.5199304,36.0,179.0,0.10199096,53.0,59.0,103.0,129.0,76.0,0
6061,91.74,335.54092,89.0,90.0,0.86182475,4.097344,0.019074205,4.221429,48.0,177.0,0.10283389,71.0,79.0,101.0,116.0,45.0,0
4907,75.37197,1694.3137,65.0,29.0,0.43065307,1.9063443,0.009466258,4.860793,13.0,188.0,0.10696626,27.0,38.0,112.0,136.0,109.0,0
5152,130.53444,428.31512,130.0,114.0,-0.24358352,2.7549555,0.014290556,4.4054537,58.0,195.0,0.08734671,103.0,116.0,146.0,157.0,54.0,0
1388,139.48701,164.93405,137.0,134.0,0.35914817,2.8365378,0.023492845,3.9122334,94.0,186.0,0.08391247,124.0,130.0,148.0,156.0,32.0,1
4487,100.49259,144.09778,100.0,90.0,0.09787847,3.2659957,0.025854927,3.86496,60.0,169.0,0.09950982,86.0,92.0,108.0,115.0,29.0,0
1825,23.00328,52.567234,22.0,18.0,1.4784173,6.7086525,0.065178,3.0714574,4.0,68.0,0.20390204,15.0,18.0,25.0,33.0,18.0,0
5310,121.62839,619.47186,117.0,112.0,0.46527743,2.4865043,0.012692008,4.5199676,68.0,208.0,0.088931985,92.0,101.0,139.0,157.0,65.0,0
3083,85.68574,344.47092,87.0,90.0,-0.14007084,2.6491604,0.016180046,4.297109,30.0,149.0,0.10885568,60.0,72.0,99.0,108.0,48.0,0
1640,46.06463,283.4824,49.0,52.0,-0.08237623,2.9232266,0.021506045,4.0985928,3.0,119.0,0.15196042,21.0,34.0,57.0,64.0,43.0,0
1816,147.94026,2096.8433,158.0,181.0,-0.896905,3.1417782,0.0076395776,5.0540557,3.0,226.0,0.084965415,80.0,120.0,183.0,198.0,118.0,1
4034,49.470398,198.64636,49.0,48.0,-0.13319908,2.2408392,0.021706639,3.9854383,14.0,119.0,0.14149876,29.0,38.0,60.0,67.0,38.0,0
1030,155.7457,296.8472,156.0,159.0,-0.50793976,3.1238217,0.017357627,4.213553,81.0,204.0,0.08019481,132.0,145.0,167.0,177.0,45.0,0
2701,113.58802,1144.3269,114.0,112.0,-0.30938074,2.453292,0.008987677,4.859108,25.0,200.0,0.093998276,62.0,92.0,139.0,156.0,94.0,0
3099,187.27477,255.21039,188.0,186.0,-0.93084425,4.498892,0.020635158,4.0734067,105.0,224.0,0.07321493,166.0,178.0,197.0,206.0,40.0,0
1161,114.26769,70.228615,112.0,112.0,0.3774763,3.2735636,0.04196024,3.4435444,90.0,154.0,0.0926159,104.0,108.0,119.0,125.0,21.0,0
4031,104.02589,1069.7504,108.0,112.0,-0.39037913,2.358437,0.010367486,4.7494435,29.0,180.0,0.09990114,51.0,84.0,127.0,144.0,93.0,0
1586,114.6244,315.68274,114.0,114.0,0.21989875,2.8591497,0.017506363,4.2478433,62.0,179.0,0.093148395,92.0,102.0,126.0,138.0,46.0,0
158,98.302055,261.28705,94.0,90.0,0.5260072,2.8000312,0.021619791,4.0851836,51.0,155.0,0.098628245,81.0,87.0,108.0,123.0,42.0,1
261,143.54805,1370.5931,140.0,114.0,-0.0170077,2.155423,0.008210389,4.912476,26.0,221.0,0.08242647,96.0,115.0,174.0,196.0,100.0,1
3135,102.21813,238.11226,100.0,90.0,0.543827,3.289618,0.020476421,4.083377,64.0,165.0,0.097830005,83.0,90.0,112.0,122.0,39.0,1
3974,103.45095,553.55786,99.0,77.0,0.41160643,2.3274703,0.01327123,4.471252,56.0,185.0,0.096179634,76.0,84.0,120.0,137.0,61.0,0
5766,147.02972,116.81665,147.0,149.0,-0.561819,4.4558887,0.029969444,3.738186,79.0,190.0,0.08246194,134.0,140.0,153.0,159.0,25.0,0
1227,121.0638,398.68823,120.0,114.0,-0.17734589,3.8694136,0.016953912,4.3490458,32.0,195.0,0.09048495,97.0,109.0,133.0,146.0,49.0,0
3991,122.5077,113.05537,121.0,114.0,0.37113148,3.0959783,0.030584496,3.7029874,90.0,172.0,0.08979028,110.0,114.0,129.0,136.0,26.0,0
4236,102.9702,687.18726,108.0,114.0,-0.7908355,3.3478947,0.013939727,4.559721,13.0,199.0,0.10092536,63.0,89.0,120.0,132.0,69.0,0
5887,93.90817,1669.1974,86.0,77.0,0.25936007,1.9437274,0.007816399,4.9814267,16.0,196.0,0.098751985,43.0,59.0,129.0,152.0,109.0,0
4313,85.906204,651.5309,83.0,77.0,0.39828598,3.068885,0.012317981,4.604401,21.0,181.0,0.10605094,55.0,67.0,102.0,119.0,64.0,0
4480,101.068344,569.79694,103.0,112.0,-0.54008555,2.94733,0.013895248,4.4934735,29.0,166.0,0.100416124,63.0,88.0,117.0,129.0,66.0,0
3042,124.016495,160.0687,122.0,114.0,1.1925182,8.086062,0.027422851,3.825806,90.0,231.0,0.089063644,110.0,115.0,130.0,139.0,29.0,0
250,91.93655,276.74738,90.0,77.0,0.50640553,2.7488816,0.019116137,4.147476,52.0,157.0,0.10318892,72.0,79.0,102.0,115.0,43.0,1
5627,142.37827,689.08246,144.0,114.0,-0.20728654,2.5128262,0.011208553,4.634451,65.0,211.0,0.084282525,107.0,122.0,161.0,175.0,68.0,0
6164,41.586052,1032.3394,29.0,9.0,1.3517625,4.2977333,0.017479135,4.442649,3.0,171.0,0.12949449,13.0,18.0,57.0,90.0,77.0,0
2256,186.00734,622.6758,191.0,202.0,-0.6077294,2.4975343,0.013201427,4.4877934,112.0,236.0,0.074299626,148.0,166.0,204.0,215.0,67.0,1
457,74.30151,200.3177,75.0,77.0,-1.0570588,8.628167,0.02807062,3.8878603,3.0,133.0,0.11655555,61.0,67.0,81.0,89.0,28.0,1
2704,119.41453,348.153,119.0,114.0,-0.066376984,2.51676,0.016004324,4.297181,67.0,180.0,0.091351636,94.0,106.0,132.0,144.0,50.0,0
3401,123.9708,486.2847,119.0,114.0,0.6382214,2.9284618,0.015578542,4.393004,73.0,195.0,0.0879942,98.0,108.0,136.0,157.0,59.0,1
6132,103.71794,1837.7621,112.0,112.0,-0.4422545,2.241626,0.0077933585,4.9976954,15.0,200.0,0.1020364,36.0,73.0,136.0,155.0,119.0,0
1182,68.591354,1014.53687,80.0,14.0,-0.5049185,1.8469019,0.015502442,4.4351525,13.0,229.0,0.1303994,18.0,38.0,94.0,102.0,84.0,0
4869,88.57333,491.47208,84.0,77.0,0.75536114,3.45976,0.015229793,4.4020705,40.0,188.0,0.10347529,64.0,71.0,103.0,118.0,54.0,0
928,50.050232,1088.2108,38.0,18.0,1.1644756,4.084927,0.017733244,4.4648266,14.0,191.0,0.12316455,18.0,23.0,71.0,93.0,75.0,0
1797,109.79423,350.3055,107.0,112.0,1.6010755,9.232327,0.01987018,4.182226,62.0,239.0,0.09421334,90.0,97.0,118.0,131.0,41.0,0
713,185.83517,524.9363,191.0,198.0,-1.7533444,8.003788,0.017281944,4.2943435,29.0,224.0,0.074368455,157.0,174.0,202.0,208.0,51.0,1
2647,110.49198,86.62528,110.0,112.0,0.35246623,3.515275,0.035817713,3.5698724,82.0,185.0,0.094921716,99.0,104.0,115.0,122.0,23.0,0
6077,111.70053,796.2727,120.0,128.0,-1.0160947,3.31762,0.014312421,4.5332465,15.0,183.0,0.09806982,70.0,94.0,131.0,139.0,69.0,0
794,129.15718,565.63666,132.0,114.0,-0.15158789,2.0387144,0.012645896,4.481132,68.0,194.0,0.0889546,95.0,108.0,148.0,158.0,63.0,0
2116,104.42794,341.2221,102.0,90.0,0.4679418,3.1274624,0.016736258,4.2703433,59.0,186.0,0.096712664,81.0,90.0,116.0,129.0,48.0,0
5396,123.73514,315.286,118.0,112.0,0.48859242,2.2888284,0.021808168,4.089046,88.0,188.0,0.087790586,104.0,109.0,138.0,149.0,45.0,0
1067,42.46854,536.1894,40.0,10.0,0.38350645,2.1752403,0.015810603,4.329793,4.0,129.0,0.14892331,15.0,21.0,60.0,74.0,59.0,0
5272,88.86964,595.469,91.0,90.0,-0.48803183,3.4079113,0.013949494,4.5271797,13.0,172.0,0.10734141,55.0,76.0,105.0,116.0,61.0,0
2775,105.165726,95.74969,103.0,104.0,0.75555396,4.209563,0.03281403,3.606643,81.0,162.0,0.096503794,93.0,98.0,110.0,118.0,25.0,0
3906,45.67608,1325.0314,34.0,9.0,0.85390896,3.224618,0.024513854,4.4180756,3.0,192.0,0.12765877,9.0,13.0,71.0,94.0,85.0,0
290,166.09349,860.36945,172.0,181.0,-0.7541161,2.8787367,0.011279207,4.6582937,53.0,221.0,0.07896081,122.0,146.0,188.0,198.0,76.0,1
3834,121.85337,446.87888,120.0,114.0,0.32189822,2.8662217,0.014636918,4.4141884,65.0,198.0,0.08989863,95.0,106.0,135.0,150.0,55.0,0
4286,141.5921,604.40173,144.0,151.0,-0.2856918,2.3460834,0.011929926,4.5510254,75.0,215.0,0.08475049,105.0,124.0,159.0,172.0,67.0,1
2471,122.31639,306.04208,120.0,114.0,0.23270823,2.9212208,0.018025212,4.2263045,71.0,193.0,0.089558326,100.0,110.0,133.0,146.0,46.0,0
1827,126.346596,113.73517,125.0,114.0,0.45489338,3.1253538,0.029249571,3.708663,97.0,184.0,0.08848944,114.0,118.0,132.0,140.0,26.0,0
3182,159.28943,149.43445,158.0,157.0,0.20798874,2.9074075,0.02447774,3.8730128,123.0,204.0,0.07891174,144.0,150.0,166.0,175.0,31.0,0
4559,79.6619,3149.1147,58.0,43.0,1.5654956,4.4964795,0.012396375,4.846527,10.0,255.0,0.09560119,36.0,43.0,89.0,178.0,142.0,0
2181,88.2567,1145.1332,87.0,90.0,0.15102117,2.2362084,0.00894866,4.8573365,21.0,196.0,0.10568466,43.0,60.0,114.0,133.0,90.0,0
3712,136.52306,202.75224,135.0,132.0,0.112600684,2.6904671,0.02066521,4.0332184,92.0,196.0,0.085106134,118.0,126.0,146.0,156.0,38.0,0
4412,130.9669,1182.5762,132.0,112.0,-0.40411678,2.6963212,0.009370502,4.842184,4.0,215.0,0.08772541,89.0,105.0,159.0,173.0,84.0,1
3301,89.77906,3316.0347,97.0,10.0,-0.110158354,1.5670135,0.012588914,4.931939,4.0,198.0,0.10970105,10.0,29.0,140.0,162.0,152.0,0
5088,129.515,178.19426,129.0,131.0,0.09971116,3.9538548,0.02278702,3.9643357,82.0,217.0,0.08769499,112.0,120.0,138.0,146.0,34.0,0
528,90.15783,3624.6729,99.0,4.0,-0.10855107,1.7566292,0.027252575,4.823239,3.0,228.0,0.11036062,4.0,25.0,137.0,167.0,163.0,1
46,121.72973,700.1567,117.0,112.0,0.6615346,3.2232482,0.012625087,4.598469,57.0,220.0,0.08885794,91.0,102.0,136.0,158.0,67.0,1
5346,128.17563,518.3625,127.0,114.0,0.21049131,2.839002,0.013393109,4.4974484,57.0,206.0,0.08792177,99.0,112.0,143.0,158.0,59.0,1
4514,40.0434,294.78668,37.0,23.0,0.33501843,1.8835908,0.02193744,4.014466,6.0,93.0,0.15190424,20.0,24.0,55.0,64.0,44.0,0
1040,130.73703,471.5685,127.0,112.0,0.32578436,2.3810334,0.01443908,4.401511,79.0,204.0,0.0861992,104.0,114.0,147.0,160.0,56.0,0
4685,114.639046,192.76596,114.0,112.0,0.30823365,3.0617485,0.023410171,3.9813707,74.0,181.0,0.09313649,97.0,104.0,123.0,132.0,35.0,0
1382,96.50358,4583.381,95.0,18.0,0.64651126,2.4761536,0.009075022,5.076603,9.0,247.0,0.10099931,20.0,31.0,128.0,208.0,188.0,0
4887,24.307566,144.88303,19.0,17.0,1.9997046,6.6516514,0.115119785,2.9612167,13.0,90.0,0.17932272,17.0,17.0,25.0,43.0,26.0,0
932,135.88216,151.01926,133.0,131.0,0.6734916,3.4278283,0.026073873,3.8387237,101.0,186.0,0.0848718,122.0,127.0,143.0,153.0,31.0,1
4101,35.243473,202.50005,33.0,23.0,0.7573345,2.8600664,0.02671018,3.866649,11.0,87.0,0.16299649,20.0,23.0,44.0,56.0,36.0,0
34,116.286125,276.4749,114.0,112.0,0.29267418,2.6184225,0.018969376,4.1580877,75.0,186.0,0.091817304,95.0,104.0,127.0,139.0,44.0,1
2432,39.17321,437.92093,31.0,23.0,1.2271731,3.5330877,0.06119326,3.5960147,15.0,132.0,0.14213194,23.0,23.0,46.0,75.0,52.0,0
4245,122.16877,1066.1052,129.0,139.0,-0.88769436,3.03261,0.010915808,4.728573,23.0,193.0,0.09296825,69.0,106.0,146.0,157.0,88.0,0
6095,122.04403,510.65274,121.0,114.0,0.024817292,3.6125536,0.014485144,4.4848714,29.0,228.0,0.0901314,93.0,108.0,135.0,151.0,58.0,1
4127,103.50454,296.03485,101.0,90.0,0.36334985,2.7428155,0.017813345,4.198859,62.0,172.0,0.09709599,82.0,90.0,114.0,127.0,45.0,0
5422,106.12814,629.0392,102.0,90.0,0.33858687,2.2463396,0.012136765,4.541884,50.0,182.0,0.0951633,75.0,86.0,125.0,141.0,66.0,0
5186,191.64638,1049.5696,199.0,218.0,-1.2300526,4.0790772,0.012364733,4.61074,75.0,237.0,0.07360815,148.0,174.0,216.0,225.0,77.0,1
3142,66.89989,344.37817,67.0,67.0,0.16693123,2.769332,0.016563946,4.299894,16.0,167.0,0.122352265,43.0,54.0,79.0,90.0,47.0,0
1576,56.506058,63.906464,56.0,52.0,0.4172024,3.018405,0.040141974,3.4281073,36.0,90.0,0.13243385,47.0,51.0,61.0,67.0,20.0,0
3395,112.87353,132.92679,112.0,114.0,0.5195179,3.5234604,0.030191362,3.767933,78.0,160.0,0.09375986,99.0,105.0,119.0,128.0,29.0,0
6039,26.958923,147.1672,25.0,15.0,1.1711961,5.7665124,0.05361686,3.460062,4.0,96.0,0.18546735,15.0,15.0,36.0,42.0,27.0,0
2070,108.29158,243.1606,108.0,112.0,0.20535663,3.0581434,0.020533802,4.105445,66.0,195.0,0.09596595,88.0,97.0,117.0,128.0,40.0,0
2217,114.705086,383.29108,112.0,114.0,0.43228364,3.6993742,0.017653411,4.312482,45.0,185.0,0.09226274,90.0,102.0,125.0,139.0,49.0,0
5525,137.2188,407.54443,137.0,114.0,0.038383882,2.8581245,0.014749957,4.3832374,77.0,215.0,0.085299544,110.0,123.0,150.0,162.0,52.0,0
4781,155.18979,314.5895,156.0,156.0,-1.8549274,11.154094,0.021029193,4.1148853,34.0,207.0,0.08048207,137.0,147.0,165.0,174.0,37.0,0
4130,36.725555,324.10507,33.0,23.0,1.1507283,4.1653547,0.028666591,3.9301822,10.0,159.0,0.15641867,19.0,23.0,46.0,64.0,45.0,0
765,148.93863,1557.2063,160.0,171.0,-0.90548545,2.9345052,0.009611654,4.8740797,33.0,219.0,0.08492834,85.0,124.0,177.0,190.0,105.0,0
514,167.95752,503.83533,168.0,177.0,-0.30477047,3.1917024,0.013833252,4.470597,90.0,245.0,0.077171184,137.0,154.0,182.0,194.0,57.0,1
4485,144.15062,1134.5455,150.0,145.0,-1.1442164,4.085614,0.011013939,4.7584414,26.0,217.0,0.08496286,92.0,130.0,166.0,179.0,87.0,0
1698,40.495026,1247.3241,26.0,4.0,0.8540845,2.604772,0.03650432,4.2212625,3.0,160.0,0.12591718,4.0,10.0,65.0,98.0,94.0,0
3586,142.81615,778.1763,148.0,152.0,-0.81507957,3.2384744,0.012171107,4.6204557,44.0,210.0,0.08518312,99.0,129.0,161.0,173.0,74.0,0
889,130.28922,324.06012,128.0,114.0,0.3245793,3.1143486,0.017392127,4.2483177,53.0,198.0,0.08683534,108.0,117.0,140.0,155.0,47.0,1
4053,82.21905,72.841995,81.0,77.0,0.55908805,3.4846773,0.039269317,3.4947495,57.0,130.0,0.10946369,72.0,76.0,87.0,93.0,21.0,0
4282,106.16107,1541.0936,119.0,114.0,-1.0017971,2.8528812,0.011435012,4.7321687,10.0,178.0,0.10275624,34.0,86.0,133.0,144.0,110.0,0
5611,126.325645,661.4244,128.0,112.0,-0.14743017,2.521234,0.011583284,4.6093774,44.0,213.0,0.089559875,90.0,107.0,146.0,157.0,67.0,0
2952,109.510155,282.15402,108.0,112.0,0.16790129,3.3601484,0.019809715,4.1809907,53.0,180.0,0.09489809,90.0,98.0,119.0,131.0,41.0,0
5099,107.130196,821.411,111.0,112.0,-0.452666,2.519276,0.011051143,4.67533,34.0,181.0,0.09834439,63.0,89.0,128.0,140.0,77.0,0
4132,133.65327,187.81421,134.0,137.0,-0.4206818,3.1098065,0.022044506,3.9920588,79.0,177.0,0.08661095,115.0,125.0,143.0,150.0,35.0,0
107,123.83961,191.21802,121.0,114.0,0.7709615,3.8170588,0.026095448,3.9190888,83.0,186.0,0.08882457,108.0,114.0,130.0,143.0,35.0,1
2378,155.96097,479.85425,158.0,158.0,-0.91493237,3.8864703,0.014883885,4.3964505,70.0,206.0,0.080595836,128.0,144.0,172.0,180.0,52.0,0
3130,76.95207,3411.339,54.0,16.0,0.4049276,1.6061038,0.01765377,4.723021,13.0,215.0,0.0954941,16.0,20.0,133.0,160.0,144.0,0
6090,66.96274,119.65409,66.0,67.0,0.41408065,3.6752737,0.03041347,3.75702,28.0,147.0,0.121321775,54.0,59.0,73.0,81.0,27.0,0
3718,72.44897,1780.318,65.0,23.0,0.52341443,2.1271906,0.009586362,4.891025,6.0,189.0,0.111281894,23.0,36.0,107.0,137.0,114.0,0
1866,49.731316,74.55603,48.0,48.0,0.82597166,4.418601,0.040817253,3.4589586,28.0,114.0,0.13931268,39.0,43.0,54.0,61.0,22.0,0
1455,120.24306,394.5858,117.0,114.0,0.8821165,4.79651,0.01811985,4.2953515,59.0,222.0,0.089956574,98.0,107.0,130.0,146.0,48.0,0
3924,101.23311,104.583435,100.0,90.0,0.77800214,4.668133,0.03187185,3.6621566,72.0,162.0,0.09878191,90.0,94.0,106.0,114.0,24.0,0
869,105.15118,2414.0928,112.0,34.0,-0.11899439,1.6676959,0.007364531,5.0477877,19.0,204.0,0.100645624,35.0,57.0,148.0,166.0,131.0,0
4610,80.144196,2711.0425,53.0,34.0,0.7207589,2.0067363,0.0115425605,4.8371367,13.0,202.0,0.09083764,29.0,38.0,127.0,164.0,135.0,0
6002,68.90892,301.30225,67.0,67.0,0.3196888,2.6768138,0.0177344,4.2161775,3.0,138.0,0.11878509,47.0,56.0,80.0,92.0,45.0,0
3364,87.41143,314.42474,85.0,77.0,0.47443607,3.0600233,0.018028833,4.231511,19.0,162.0,0.10547299,67.0,75.0,98.0,112.0,45.0,0
4459,99.83569,455.3783,97.0,90.0,0.3623715,3.3699205,0.015492245,4.407142,36.0,174.0,0.098650664,76.0,86.0,112.0,129.0,53.0,0
2002,142.52835,364.66757,143.0,151.0,-0.13927794,2.4374502,0.015153262,4.3187804,87.0,206.0,0.08390093,116.0,128.0,156.0,166.0,50.0,0
1675,80.99903,858.52844,81.0,90.0,0.0789104,2.3960907,0.010501827,4.711038,17.0,185.0,0.11111244,40.0,58.0,102.0,117.0,77.0,0
2845,20.022465,12.528296,20.0,17.0,1.2247626,4.9926176,0.16314463,2.2446322,13.0,56.0,0.22335592,17.0,17.0,22.0,25.0,8.0,0
5327,103.03067,349.66293,101.0,90.0,0.56320137,3.271896,0.017002359,4.274788,55.0,194.0,0.09754257,80.0,89.0,114.0,128.0,48.0,0
1054,121.41695,498.11774,120.0,112.0,0.19044933,2.890153,0.013873311,4.478421,57.0,206.0,0.09022176,92.0,106.0,136.0,151.0,59.0,0
1404,204.88736,836.7391,216.0,225.0,-2.1258419,6.7638664,0.029944398,4.0051827,81.0,234.0,0.0717318,163.0,199.0,221.0,225.0,62.0,1
4296,130.11993,638.94275,131.0,114.0,-0.25093868,2.8145056,0.012018339,4.6019664,43.0,202.0,0.08796133,95.0,112.0,148.0,160.0,65.0,0
4528,43.106853,1100.5415,28.0,10.0,0.7236821,2.318504,0.028666802,4.3069334,2.0,157.0,0.12275316,10.0,14.0,68.0,93.0,83.0,0
2334,117.40655,2456.9883,127.0,114.0,-0.6305732,2.5488172,0.007020113,5.1224713,3.0,221.0,0.09598636,30.0,89.0,153.0,173.0,143.0,0
382,108.5772,1921.8423,115.0,114.0,-0.45823583,2.3886664,0.007202332,5.0734034,4.0,211.0,0.09876664,44.0,77.0,143.0,160.0,116.0,1
1438,95.75638,118.353424,95.0,90.0,0.022289751,3.529233,0.029382497,3.7684598,55.0,144.0,0.10178741,82.0,89.0,102.0,109.0,27.0,0
1493,81.96342,49.48712,81.0,77.0,0.15479575,3.0516222,0.04353601,3.3376398,58.0,116.0,0.109805085,73.0,77.0,87.0,91.0,18.0,0
1278,42.599308,695.7847,36.0,20.0,0.65738827,2.137515,0.029725764,4.073285,9.0,125.0,0.14084736,16.0,19.0,63.0,84.0,68.0,0
5442,123.17188,264.8752,120.0,112.0,0.4803167,3.0316522,0.020491155,4.1222897,77.0,192.0,0.0889363,104.0,112.0,132.0,146.0,42.0,1
