,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
947,78.72584,562.915,76.0,67.0,0.44459033,3.0559192,0.013503112,4.5285625,16.0,171.0,0.11073617,51.0,62.0,92.0,112.0,61.0,0
2938,114.41254,215.03618,114.0,112.0,0.19911745,3.194616,0.022132166,4.0495257,64.0,194.0,0.09332088,96.0,104.0,123.0,133.0,37.0,0
2994,168.1051,719.21204,168.0,178.0,-0.2760422,2.5566857,0.011025773,4.6421075,75.0,232.0,0.077103436,130.0,150.0,186.0,203.0,73.0,1
3137,132.41199,250.6936,131.0,114.0,0.15016726,2.5399625,0.018619696,4.125466,89.0,203.0,0.08643872,112.0,120.0,144.0,153.0,41.0,0
3337,62.112774,545.8551,62.0,59.0,-0.09787267,2.9078522,0.014089154,4.4933467,3.0,148.0,0.12676954,28.0,49.0,77.0,92.0,64.0,0
2475,126.82924,598.93286,127.0,112.0,-0.22221991,2.919382,0.012229948,4.5672474,26.0,205.0,0.088855125,95.0,109.0,145.0,158.0,63.0,0
3425,121.173706,250.37024,118.0,114.0,1.074229,4.9718585,0.024900505,4.0184894,79.0,205.0,0.08964635,104.0,111.0,128.0,143.0,39.0,1
6102,100.76817,77.14197,100.0,90.0,0.33257514,3.1370642,0.034623686,3.5407376,75.0,139.0,0.09923768,90.0,94.0,106.0,112.0,22.0,0
695,137.46475,477.78867,138.0,114.0,-0.34504983,3.0730517,0.01369616,4.4591217,56.0,198.0,0.0854571,109.0,122.0,153.0,164.0,55.0,1
4738,109.59628,6014.4443,74.0,240.0,0.75976574,1.9205077,0.010455348,4.914155,9.0,255.0,0.07849103,36.0,49.0,193.0,238.0,202.0,0
5433,89.087204,350.23074,84.0,77.0,1.1905204,4.8822503,0.020020155,4.1731343,51.0,184.0,0.10287842,69.0,76.0,98.0,114.0,45.0,0
5452,145.09879,1004.3908,148.0,152.0,-0.3841593,2.5214176,0.009531838,4.80025,52.0,225.0,0.08384305,98.0,124.0,167.0,183.0,85.0,1
3956,115.30843,431.38953,114.0,112.0,-0.10835508,3.173809,0.0154066635,4.406844,41.0,184.0,0.092595816,89.0,102.0,129.0,141.0,52.0,0
2604,59.128723,1102.123,63.0,16.0,0.015469265,1.6123408,0.0199643,4.430227,9.0,154.0,0.13423686,16.0,24.0,88.0,101.0,85.0,0
2144,100.65863,349.77255,100.0,90.0,0.1755179,2.8969817,0.016273575,4.2933855,49.0,182.0,0.09934568,77.0,86.0,114.0,124.0,47.0,1
5717,99.394646,343.23883,95.0,90.0,0.66080964,3.4409893,0.019107753,4.2329116,37.0,167.0,0.09806156,79.0,87.0,110.0,125.0,46.0,0
782,43.00022,649.0087,31.0,23.0,1.0011945,3.3575478,0.07486138,3.6228433,13.0,162.0,0.12948222,21.0,22.0,59.0,80.0,59.0,0
4182,117.55743,341.62442,116.0,114.0,-0.21984446,4.311621,0.019698752,4.23445,32.0,190.0,0.0916176,98.0,107.0,128.0,139.0,41.0,0
4925,111.016594,1430.1174,114.0,114.0,-0.64105606,3.1734283,0.008776628,4.915803,4.0,207.0,0.096175514,57.0,91.0,137.0,156.0,99.0,1
5173,91.74947,148.91591,90.0,90.0,0.42544678,3.006712,0.025317637,3.866494,59.0,147.0,0.103399314,77.0,82.0,99.0,108.0,31.0,0
4906,135.69415,189.08586,134.0,137.0,0.28502986,2.9017346,0.021785615,3.9914715,94.0,189.0,0.08530829,119.0,125.0,144.0,154.0,35.0,0
1945,103.73101,611.8789,103.0,90.0,0.012407728,2.2798753,0.012082439,4.5605674,43.0,179.0,0.09783855,70.0,85.0,122.0,136.0,66.0,0
236,135.51709,2597.3716,157.0,4.0,-1.1542798,3.0942943,0.011653774,4.7983294,3.0,210.0,0.092460394,53.0,102.0,172.0,180.0,127.0,1
5945,155.03305,1010.33777,159.0,171.0,-0.4193419,2.2981887,0.009527299,4.7725587,68.0,235.0,0.0813344,109.0,131.0,179.0,193.0,84.0,1
1022,39.117245,1884.3392,17.0,15.0,1.8203992,5.0731087,0.11248284,3.2251947,13.0,220.0,0.10540379,15.0,16.0,33.0,121.0,106.0,0
2914,85.30504,1415.9763,91.0,38.0,-0.1239872,1.7842469,0.009252311,4.8314853,10.0,175.0,0.11182684,34.0,48.0,115.0,133.0,99.0,0
1193,79.01352,387.8706,80.0,77.0,-0.33003378,3.892936,0.01868321,4.301765,9.0,161.0,0.113199264,51.0,70.0,90.0,100.0,49.0,0
500,67.66764,3364.1025,67.0,4.0,0.2544574,1.6629864,0.112229645,4.0562835,3.0,213.0,0.12096406,4.0,4.0,117.0,146.0,142.0,1
324,120.41955,832.3173,119.0,114.0,0.10788927,2.974231,0.010697825,4.7411094,38.0,225.0,0.09058921,82.0,101.0,138.0,157.0,75.0,1
2591,57.809605,482.39606,54.0,34.0,0.5441006,2.7435765,0.015846029,4.350446,16.0,151.0,0.12711503,32.0,38.0,75.0,87.0,55.0,0
1048,144.35748,232.5645,144.0,147.0,-0.17316261,3.2765682,0.019825026,4.1084013,76.0,200.0,0.08312696,125.0,133.0,154.0,163.0,38.0,1
1258,64.2304,27.85235,64.0,59.0,0.12673087,2.8380036,0.058722675,3.0369346,47.0,88.0,0.12455162,58.0,60.0,67.0,71.0,13.0,0
1853,95.14916,339.43994,94.0,90.0,-0.032832246,3.2208362,0.017088475,4.2912383,38.0,160.0,0.10189643,73.0,83.0,107.0,118.0,45.0,0
1808,92.821785,154.30049,91.0,90.0,0.7374322,4.1540885,0.026187431,3.8506021,64.0,167.0,0.102771044,77.0,84.0,100.0,109.0,32.0,0
3965,74.465385,92.994316,74.0,77.0,0.1194844,3.7533586,0.03336934,3.644796,35.0,117.0,0.115521125,63.0,67.0,80.0,86.0,23.0,0
4805,75.01208,74.18381,74.0,77.0,1.0343627,5.4728866,0.04074023,3.4527056,52.0,128.0,0.1146792,66.0,68.0,79.0,85.0,19.0,0
2957,48.178802,88.13022,49.0,52.0,-0.4434079,2.6217256,0.034983482,3.5668528,16.0,96.0,0.14529212,34.0,42.0,55.0,59.0,25.0,0
3262,129.4554,339.41266,130.0,114.0,-0.33906433,2.7086937,0.016159806,4.282761,65.0,182.0,0.088074766,104.0,116.0,143.0,152.0,48.0,0
981,93.56266,82.20409,92.0,90.0,0.06299634,2.854671,0.033223018,3.5965755,40.0,126.0,0.10251593,82.0,87.0,99.0,106.0,24.0,0
416,189.64578,996.4938,197.0,214.0,-1.5162565,5.6491337,0.013475384,4.5653615,21.0,232.0,0.07400992,147.0,174.0,213.0,220.0,73.0,1
3860,109.26774,60.09501,109.0,112.0,0.24906825,3.7771025,0.043453157,3.378532,85.0,158.0,0.09554794,99.0,104.0,114.0,119.0,20.0,0
1874,104.92296,664.4693,107.0,112.0,-0.2457499,2.4239411,0.011729809,4.5995092,38.0,174.0,0.09858739,67.0,87.0,123.0,137.0,70.0,0
4428,78.31669,778.87024,87.0,90.0,-0.559874,2.1418765,0.013072833,4.5271688,15.0,147.0,0.11909824,34.0,55.0,100.0,109.0,75.0,0
1239,69.26077,336.63605,68.0,67.0,0.8001279,5.3043003,0.021127017,4.1992507,20.0,163.0,0.11906034,47.0,59.0,77.0,89.0,42.0,0
4784,89.70196,1438.9438,91.0,90.0,0.0065908525,2.7121396,0.008503919,4.960879,4.0,204.0,0.106345415,33.0,64.0,114.0,135.0,102.0,0
5836,146.76735,615.9151,146.0,140.0,0.07018752,2.5924006,0.011806021,4.5832987,76.0,222.0,0.08232789,114.0,128.0,163.0,179.0,65.0,1
3438,131.28267,304.66095,129.0,114.0,0.3279125,2.8235722,0.017665287,4.2165027,78.0,188.0,0.08651421,110.0,118.0,141.0,155.0,45.0,1
102,173.46837,1004.51013,179.0,196.0,-0.78620946,2.99701,0.010602596,4.731547,67.0,237.0,0.077126965,125.0,154.0,196.0,208.0,83.0,1
3540,139.02174,394.03262,140.0,147.0,-0.13104413,2.6340768,0.015161507,4.351777,62.0,208.0,0.085110135,112.0,124.0,152.0,163.0,51.0,0
4353,138.61565,249.91077,137.0,141.0,0.17865771,2.93308,0.018687606,4.1368904,90.0,200.0,0.08443996,118.0,127.0,149.0,158.0,40.0,0
2358,142.59952,298.21408,140.0,134.0,0.24344507,2.876494,0.017285218,4.2219696,82.0,210.0,0.08297475,121.0,130.0,153.0,165.0,44.0,0
5605,67.295975,915.001,72.0,90.0,-0.007899794,2.1064086,0.011897159,4.6217937,10.0,171.0,0.12608899,25.0,38.0,90.0,104.0,79.0,0
1929,134.30563,299.76367,133.0,114.0,0.05050158,2.627452,0.016930195,4.2294097,78.0,194.0,0.085868046,112.0,121.0,146.0,157.0,45.0,0
1582,131.89632,413.18066,131.0,114.0,0.43696237,4.635413,0.015420402,4.3636403,72.0,239.0,0.08677667,106.0,118.0,145.0,156.0,50.0,1
2873,150.9935,1653.5303,164.0,185.0,-0.7545349,2.2951403,0.0099311825,4.817442,47.0,221.0,0.08481324,81.0,123.0,182.0,192.0,111.0,0
1705,102.53504,192.31296,101.0,90.0,0.38976803,3.4298494,0.022573726,3.9971066,62.0,163.0,0.09801406,86.0,92.0,111.0,120.0,34.0,0
4712,139.45282,223.9216,137.0,131.0,0.6023016,3.6327102,0.020755388,4.049215,99.0,237.0,0.08393304,121.0,128.0,148.0,159.0,38.0,1
5920,113.89248,142.12575,112.0,112.0,0.77668023,3.9285855,0.031678434,3.7560108,85.0,167.0,0.09292102,100.0,105.0,119.0,130.0,30.0,0
4270,55.527798,590.05457,50.0,38.0,0.4742263,2.2930794,0.014391532,4.435863,11.0,136.0,0.12734285,26.0,35.0,75.0,89.0,63.0,0
2705,99.98426,367.48425,97.0,90.0,0.60777104,3.0904076,0.016758543,4.2727017,57.0,183.0,0.09850408,77.0,85.0,112.0,126.0,49.0,0
849,55.224503,2045.5232,31.0,23.0,1.2933729,3.6601539,0.044076186,4.169828,16.0,220.0,0.10082055,20.0,22.0,77.0,128.0,108.0,0
5828,62.984898,1867.5402,45.0,23.0,0.7401612,2.481631,0.014444397,4.672312,10.0,206.0,0.10650496,20.0,24.0,98.0,123.0,103.0,0
1772,55.122437,414.53836,54.0,59.0,0.41635543,3.1704073,0.015732948,4.3518677,3.0,136.0,0.13331176,29.0,39.0,68.0,81.0,52.0,0
1844,147.02484,622.07605,146.0,146.0,0.044016667,2.8724742,0.011944166,4.592543,52.0,219.0,0.082183704,115.0,129.0,162.0,180.0,65.0,1
1218,121.39088,527.99744,124.0,114.0,-0.4095015,2.5266175,0.013174412,4.481703,38.0,178.0,0.09173283,89.0,104.0,138.0,149.0,60.0,0
2248,95.72276,435.31595,93.0,90.0,0.31170568,3.5008042,0.016378175,4.384085,38.0,180.0,0.10074564,68.0,84.0,107.0,122.0,54.0,0
3997,170.59575,392.19565,169.0,167.0,-0.022109535,2.808112,0.015181137,4.355656,104.0,234.0,0.07620354,145.0,157.0,183.0,196.0,51.0,1
2676,22.347605,316.55692,16.0,15.0,2.7268393,10.648759,0.09217539,3.011436,4.0,128.0,0.1789901,13.0,14.0,18.0,46.0,33.0,0
4052,47.66235,801.0439,41.0,17.0,0.68344027,2.4993837,0.020018479,4.3506284,10.0,140.0,0.13434345,17.0,22.0,68.0,89.0,72.0,0
365,116.69054,608.72797,112.0,112.0,0.8569284,3.9877994,0.013884292,4.5145235,59.0,229.0,0.090692915,89.0,99.0,129.0,150.0,61.0,1
5184,78.97126,153.53658,77.0,77.0,0.57292557,3.2122145,0.025687078,3.868191,47.0,133.0,0.111115925,64.0,69.0,86.0,96.0,32.0,0
788,51.362064,590.621,46.0,25.0,0.5169057,2.2402306,0.01662374,4.358422,11.0,135.0,0.13204941,24.0,29.0,70.0,86.0,62.0,0
4660,135.05664,260.2007,133.0,114.0,0.17318374,2.7247717,0.018340992,4.153028,85.0,197.0,0.08539056,114.0,123.0,146.0,156.0,42.0,0
2087,89.069855,463.79623,88.0,77.0,0.15410796,3.73049,0.015476031,4.4178147,25.0,183.0,0.10531993,65.0,76.0,102.0,115.0,50.0,0
1314,152.4478,635.5986,152.0,157.0,-0.12495098,2.4165697,0.0114074405,4.595523,75.0,222.0,0.080872454,119.0,133.0,171.0,185.0,66.0,0
4609,67.642006,766.1369,73.0,90.0,-0.4035006,2.0926616,0.011825562,4.5802245,4.0,131.0,0.12631209,24.0,47.0,90.0,100.0,76.0,0
3820,167.16862,167.73622,165.0,165.0,0.23981273,2.8889782,0.023534002,3.9210474,120.0,213.0,0.076839976,151.0,157.0,175.0,184.0,33.0,0
358,182.67232,485.9916,186.0,202.0,-1.0345455,3.6745756,0.016217919,4.3319507,85.0,225.0,0.074659266,150.0,169.0,198.0,206.0,56.0,1
929,66.29377,969.95734,61.0,25.0,0.35073498,2.0892575,0.011775674,4.6318974,15.0,205.0,0.11781272,28.0,38.0,91.0,109.0,81.0,0
1914,52.593426,245.15427,53.0,59.0,0.44895488,3.7214863,0.022362778,4.061248,15.0,124.0,0.13842243,32.0,42.0,61.0,70.0,38.0,0
2124,112.72187,153.49329,111.0,112.0,0.6607014,3.8793988,0.028266605,3.8336055,78.0,176.0,0.093465924,98.0,104.0,119.0,129.0,31.0,0
2838,95.75143,1252.1671,101.0,112.0,-0.21910852,2.259249,0.010025214,4.811399,4.0,193.0,0.10495797,43.0,64.0,120.0,137.0,94.0,0
1717,37.080765,388.8877,26.0,23.0,1.1092114,3.4576378,0.05111068,3.6847076,14.0,121.0,0.13751118,20.0,22.0,51.0,65.0,45.0,0
2965,75.15602,1097.8162,70.0,48.0,0.30594477,2.1992996,0.009758103,4.7900367,15.0,177.0,0.11132309,33.0,48.0,100.0,121.0,88.0,0
545,164.68454,635.7355,168.0,171.0,-0.54286146,2.5354364,0.012529135,4.53281,78.0,227.0,0.07870491,125.0,148.0,182.0,194.0,69.0,1
473,118.2346,547.95306,114.0,114.0,0.39546597,3.6835144,0.016356058,4.454126,34.0,206.0,0.09030418,93.0,104.0,128.0,153.0,60.0,1
4162,84.59128,787.80457,87.0,112.0,-0.115985855,2.1669867,0.0107623255,4.6694727,20.0,167.0,0.11026407,45.0,63.0,106.0,119.0,74.0,0
163,179.02574,362.2335,177.0,175.0,0.13031068,2.5341518,0.015650943,4.296356,121.0,235.0,0.07431409,155.0,164.0,192.0,205.0,50.0,1
2014,49.36574,726.51245,38.0,34.0,0.69236743,2.2948422,0.016727325,4.384867,7.0,132.0,0.124872304,21.0,27.0,69.0,92.0,71.0,0
4261,142.68628,591.8809,141.0,112.0,0.14498709,2.6781676,0.012206093,4.5599527,67.0,216.0,0.08321993,111.0,125.0,158.0,175.0,64.0,0
1417,132.97334,141.52145,131.0,128.0,0.33726966,3.0628636,0.025245858,3.8413017,100.0,190.0,0.086073816,118.0,124.0,140.0,149.0,31.0,0
1266,108.4904,699.1073,105.0,90.0,0.28691113,3.570442,0.012468133,4.6304016,7.0,211.0,0.0944503,79.0,90.0,125.0,143.0,64.0,0
1189,94.18651,461.92548,95.0,90.0,-0.41233933,4.525999,0.017107567,4.3825846,15.0,192.0,0.103483975,67.0,84.0,106.0,118.0,51.0,0
3508,85.92287,150.20079,84.0,77.0,0.8281761,3.9949095,0.027769933,3.8315625,52.0,143.0,0.1066672,72.0,77.0,92.0,102.0,30.0,0
4786,66.61374,1705.48,59.0,23.0,0.37096336,1.8594877,0.011667633,4.774332,4.0,184.0,0.11530873,20.0,26.0,101.0,125.0,105.0,0
4256,97.56506,1366.8607,105.0,114.0,-0.4959132,2.211437,0.008944086,4.8650045,10.0,185.0,0.10502685,38.0,71.0,126.0,140.0,102.0,0
542,125.25643,769.9531,124.0,114.0,0.0064373105,2.6220615,0.010734634,4.7019434,48.0,228.0,0.08890185,89.0,106.0,145.0,161.0,72.0,1
5061,132.48297,1501.4896,139.0,90.0,-0.09139248,1.5072557,0.010280953,4.733346,61.0,210.0,0.088991255,82.0,92.0,167.0,180.0,98.0,0
2636,187.16089,56.87124,185.0,184.0,0.003380353,2.8370585,0.041290306,3.3588266,154.0,214.0,0.07267261,178.0,181.0,192.0,196.0,18.0,0
2683,27.701704,672.95905,19.0,9.0,1.7972034,5.849398,0.04928121,3.8366518,2.0,143.0,0.15735129,9.0,9.0,34.0,66.0,57.0,0
775,152.7475,418.8773,153.0,152.0,-0.2725113,2.736114,0.014258745,4.393929,82.0,210.0,0.080978855,125.0,138.0,167.0,179.0,54.0,0
4411,77.841286,660.9981,79.0,77.0,-0.3698693,2.981237,0.012408031,4.59518,3.0,156.0,0.114183545,43.0,62.0,95.0,109.0,66.0,0
5146,102.64748,776.70605,109.0,112.0,-0.9862631,3.606869,0.014418739,4.544707,13.0,164.0,0.10171031,59.0,88.0,121.0,132.0,73.0,0
355,140.90811,612.20154,144.0,153.0,-0.34678474,2.6545753,0.01222594,4.543142,68.0,240.0,0.08516188,105.0,122.0,159.0,171.0,66.0,1
2991,83.89056,367.4158,83.0,67.0,0.42334005,2.67614,0.017049903,4.2492948,44.0,153.0,0.10859904,60.0,67.0,97.0,108.0,48.0,0
283,144.69756,222.61316,143.0,135.0,0.52462924,3.0535686,0.020779027,4.0407705,106.0,200.0,0.08264314,127.0,133.0,154.0,164.0,37.0,1
6111,133.4514,397.0403,130.0,114.0,0.5627861,3.2907786,0.015829481,4.329525,85.0,216.0,0.08543751,110.0,118.0,146.0,159.0,49.0,0
2565,36.547165,363.2988,32.0,14.0,1.0650622,4.49475,0.026298836,4.010936,4.0,169.0,0.1547823,16.0,22.0,48.0,61.0,45.0,0
1000,160.72331,285.9926,158.0,148.0,0.40120602,2.6796842,0.018022584,4.1586843,114.0,222.0,0.078207724,140.0,147.0,172.0,183.0,43.0,0
6081,125.05473,101.44559,123.0,114.0,0.3915375,3.0489259,0.030709205,3.6578755,96.0,169.0,0.08868546,112.0,117.0,131.0,138.0,26.0,0
5758,75.36452,610.276,80.0,90.0,-0.39295542,2.207403,0.013139974,4.4876328,15.0,150.0,0.11868015,37.0,57.0,95.0,103.0,66.0,0
2540,49.45524,899.70044,43.0,18.0,0.34271806,1.7520076,0.026778162,4.2131605,13.0,143.0,0.13259341,16.0,18.0,77.0,90.0,74.0,0
4143,109.77484,180.31294,108.0,112.0,0.5903681,3.4372447,0.024135845,3.9310548,74.0,166.0,0.094669275,94.0,100.0,117.0,127.0,33.0,0
1822,42.05029,1416.511,27.0,4.0,0.5207672,1.8781617,0.09527189,3.784542,4.0,161.0,0.12356996,4.0,4.0,77.0,97.0,93.0,0
4391,20.365086,34.46871,19.0,16.0,2.1788697,9.786483,0.111054815,2.6982644,9.0,108.0,0.21403785,16.0,16.0,22.0,28.0,12.0,0
2010,140.90901,183.0837,139.0,137.0,0.34590548,2.9103112,0.022367444,3.967323,98.0,195.0,0.08366978,124.0,130.0,149.0,159.0,35.0,1
2113,110.06631,322.79065,107.0,112.0,0.6454095,4.279301,0.019743884,4.201236,35.0,191.0,0.09398045,90.0,98.0,118.0,133.0,43.0,1
5776,117.276,1171.9764,120.0,77.0,-0.17383982,1.7959685,0.009315699,4.7902317,45.0,195.0,0.093407445,70.0,85.0,147.0,159.0,89.0,0
5931,91.75109,1987.4324,96.0,112.0,-0.15961409,1.946193,0.0072580897,5.0308022,6.0,190.0,0.10678847,23.0,55.0,127.0,151.0,128.0,0
5630,97.1387,156.5336,95.0,90.0,0.5168245,3.253783,0.025036806,3.8837445,66.0,158.0,0.10033894,82.0,88.0,104.0,114.0,32.0,0
3658,69.09834,3714.9795,58.0,4.0,0.48499402,1.9392053,0.038340807,4.584111,3.0,222.0,0.11021644,4.0,9.0,120.0,155.0,151.0,0
1069,117.89349,1716.9623,124.0,114.0,-0.38580006,2.134599,0.0077601788,4.9754524,27.0,199.0,0.09445414,52.0,88.0,149.0,169.0,117.0,0
5938,111.06629,820.53754,114.0,112.0,-1.0448536,4.965422,0.013167494,4.6284714,3.0,194.0,0.09613248,76.0,99.0,128.0,143.0,67.0,0
4801,35.52475,951.9054,20.0,17.0,2.1069388,7.2467127,0.13716727,3.2994297,15.0,200.0,0.1258879,17.0,17.0,40.0,86.0,69.0,0
166,121.61453,1741.0111,124.0,114.0,-0.3141692,2.8744254,0.0075242785,5.07217,3.0,227.0,0.091564134,63.0,97.0,150.0,173.0,110.0,1
390,134.23512,387.05774,133.0,114.0,-0.0027518542,2.5036125,0.014927421,4.349447,73.0,209.0,0.08591315,109.0,119.0,148.0,160.0,51.0,1
4365,155.89655,638.17535,161.0,171.0,-1.1760603,4.088701,0.015102925,4.4479856,66.0,213.0,0.08139101,117.0,145.0,173.0,180.0,63.0,0
4922,118.80516,4305.4272,131.0,9.0,-0.37963364,1.8312597,0.0066639893,5.202421,3.0,227.0,0.0963386,15.0,63.0,176.0,198.0,183.0,0
4828,120.89743,197.86563,119.0,114.0,0.33056724,3.3009045,0.023136102,3.9968483,78.0,193.0,0.090231135,103.0,111.0,129.0,138.0,35.0,0
1491,42.554073,63.0349,42.0,43.0,1.285406,6.886986,0.047166128,3.3248765,13.0,95.0,0.15229425,34.0,37.0,46.0,51.0,17.0,0
5093,106.966644,206.51999,105.0,112.0,0.43006822,3.237897,0.021892507,4.020414,62.0,168.0,0.09579576,90.0,96.0,115.0,125.0,35.0,0
82,161.95174,1206.8037,162.0,190.0,-0.19601557,2.130909,0.00861087,4.8546686,58.0,245.0,0.07859083,114.0,134.0,191.0,207.0,93.0,1
224,126.52813,753.8616,126.0,114.0,-0.11905143,2.4181743,0.010761756,4.676415,28.0,203.0,0.088715225,90.0,106.0,148.0,162.0,72.0,1
3235,136.9646,417.85516,136.0,114.0,-0.14042059,2.6081846,0.014250561,4.3882027,49.0,207.0,0.085145384,110.0,121.0,152.0,163.0,53.0,0
4819,109.231125,552.2952,106.0,90.0,0.59358734,2.8511825,0.013898997,4.467972,59.0,207.0,0.09425546,81.0,90.0,122.0,144.0,63.0,0
2547,112.09103,170.12321,111.0,114.0,0.6119824,3.7843904,0.025670698,3.895718,79.0,186.0,0.09399195,96.0,102.0,119.0,129.0,33.0,0
5505,93.545296,619.46674,94.0,90.0,-0.23759788,2.8538933,0.012869351,4.5680985,25.0,172.0,0.10364348,57.0,79.0,110.0,124.0,67.0,0
464,146.36188,695.6474,148.0,158.0,-0.31747577,2.7803144,0.011220495,4.6440487,48.0,218.0,0.08311949,111.0,128.0,165.0,179.0,68.0,1
4468,36.85812,791.44684,25.0,14.0,1.9569182,6.8718734,0.03458941,4.036358,4.0,169.0,0.13565533,14.0,17.0,47.0,65.0,51.0,0
2028,127.466385,159.49254,127.0,114.0,0.17299494,2.9126475,0.024003468,3.9029884,90.0,177.0,0.08841098,111.0,118.0,135.0,144.0,33.0,0
925,37.174835,124.11893,35.0,34.0,1.2099317,5.3738,0.03615483,3.6333094,16.0,96.0,0.15914206,24.0,30.0,42.0,51.0,27.0,0
510,144.95563,338.02267,144.0,139.0,0.029471727,2.5081112,0.01569345,4.2873063,83.0,199.0,0.08278395,121.0,131.0,157.0,169.0,48.0,1
4649,75.777756,698.2968,73.0,52.0,0.08367471,2.2503228,0.011448544,4.6177588,11.0,149.0,0.11275081,43.0,55.0,96.0,112.0,69.0,0
137,166.30005,850.96484,172.0,192.0,-0.6954881,2.701808,0.0118132075,4.6166463,61.0,219.0,0.078862734,124.0,144.0,190.0,198.0,74.0,1
1176,61.197037,1067.5208,61.0,17.0,0.3317074,2.3368943,0.014262478,4.602254,13.0,165.0,0.12762463,18.0,34.0,84.0,104.0,86.0,0
5965,140.44803,1220.2562,139.0,114.0,-0.09583648,2.3367367,0.008333966,4.9080462,40.0,222.0,0.0839444,92.0,115.0,166.0,188.0,96.0,1
5248,158.52359,899.99225,159.0,161.0,-0.18689711,2.1556592,0.009661943,4.7280335,69.0,221.0,0.07954349,117.0,134.0,182.0,197.0,80.0,1
192,131.67609,267.30353,129.0,114.0,0.36527672,2.8079863,0.019117793,4.1355534,79.0,196.0,0.08625573,112.0,119.0,143.0,154.0,42.0,1
4598,81.04439,123.256325,80.0,77.0,0.23685685,4.194191,0.032329872,3.757609,28.0,137.0,0.11036263,68.0,75.0,87.0,95.0,27.0,0
5765,95.80259,715.9432,96.0,90.0,0.028096328,2.9182193,0.011512534,4.6636543,10.0,190.0,0.10227238,59.0,77.0,114.0,128.0,69.0,1
5390,93.6535,461.98273,95.0,77.0,-0.24016672,2.8494198,0.014371057,4.438847,29.0,163.0,0.10407293,65.0,78.0,109.0,119.0,54.0,0
4044,127.798996,324.06903,126.0,114.0,0.20790242,2.43731,0.016871003,4.2383904,80.0,196.0,0.087833025,105.0,114.0,140.0,152.0,47.0,0
863,37.04338,453.21466,34.0,10.0,0.3500103,1.9870554,0.026560478,3.9921532,2.0,111.0,0.15740873,10.0,18.0,55.0,64.0,54.0,0
3104,91.868126,65.54685,91.0,90.0,0.15126024,2.8137274,0.037746366,3.4801564,67.0,122.0,0.103837885,81.0,86.0,97.0,103.0,22.0,0
1378,66.30865,395.7787,68.0,77.0,-0.16800384,2.6182578,0.015922312,4.3402963,14.0,136.0,0.12436102,39.0,51.0,80.0,90.0,51.0,0
1477,83.460655,312.3965,80.0,77.0,0.7327134,3.9423716,0.019019805,4.2156124,35.0,161.0,0.10716752,63.0,71.0,93.0,106.0,43.0,0
4886,137.7549,794.57135,133.0,114.0,0.08865899,2.3741608,0.01112959,4.6642084,56.0,209.0,0.08371799,103.0,117.0,159.0,177.0,74.0,0
4186,102.07386,51.509644,101.0,102.0,-0.016045604,2.874351,0.0402909,3.3586266,71.0,144.0,0.0984569,93.0,97.0,107.0,111.0,18.0,0
1283,82.52601,97.94229,81.0,77.0,0.71626014,3.950045,0.034295566,3.6337712,55.0,148.0,0.109056525,71.0,76.0,88.0,95.0,24.0,0
87,206.93484,589.75824,218.0,221.0,-1.1914219,3.1046631,0.027945476,4.039136,121.0,235.0,0.071350105,165.0,192.0,224.0,227.0,62.0,1
2881,48.402203,819.47565,45.0,23.0,0.78213626,3.183552,0.014604846,4.495282,2.0,150.0,0.13859296,18.0,24.0,65.0,90.0,72.0,0
2558,101.669304,377.59146,97.0,90.0,1.4795917,6.309123,0.019709926,4.188648,63.0,205.0,0.0968715,81.0,88.0,110.0,124.0,43.0,0
2926,175.3081,668.1994,176.0,175.0,-0.8224028,4.6145134,0.012666236,4.544907,55.0,228.0,0.07567533,145.0,160.0,192.0,208.0,63.0,1
769,103.08614,154.25887,102.0,112.0,0.31644982,3.2834842,0.024905168,3.894513,64.0,153.0,0.097971514,88.0,94.0,110.0,119.0,31.0,0
5075,75.502365,43.332504,75.0,77.0,0.46150377,3.8476899,0.05035719,3.227691,57.0,116.0,0.114701755,67.0,70.0,79.0,84.0,17.0,0
2485,86.79725,2961.6057,70.0,67.0,0.7324205,2.3002975,0.008468292,5.0143394,15.0,217.0,0.09639246,26.0,44.0,130.0,176.0,150.0,0
294,168.18901,664.1076,166.0,202.0,-0.08098233,1.8433241,0.011955907,4.510899,103.0,227.0,0.07660488,134.0,146.0,191.0,203.0,69.0,1
891,144.93019,697.8356,141.0,114.0,-0.007363166,2.4383569,0.011323172,4.617955,56.0,210.0,0.08193146,112.0,125.0,165.0,181.0,69.0,1
5436,46.587032,1283.9912,30.0,18.0,1.2729543,3.577254,0.026177166,4.3115664,6.0,176.0,0.117569745,17.0,21.0,62.0,105.0,88.0,0
2756,135.91005,195.22847,135.0,135.0,0.13656731,2.7162347,0.021004504,4.008278,94.0,197.0,0.085489996,117.0,125.0,145.0,154.0,37.0,0
4424,112.98401,125.34116,112.0,112.0,0.77640706,4.249579,0.03202773,3.7124572,85.0,165.0,0.09366817,100.0,105.0,118.0,127.0,27.0,0
